#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Protein product	Length	Protein name
Un	NW_013657692.1	969523	981919	-	106539116	ARRDC3	XP_013909280.1	412	PREDICTED: arrestin domain-containing protein 3 isoform X1
Un	NW_013657692.1	970904	981919	-	106539116	ARRDC3	XP_013909293.1	349	PREDICTED: arrestin domain-containing protein 3 isoform X2
Un	NW_013657692.1	2082883	2083410	-	106539070	LOC106539070	XP_013909227.1	241	PREDICTED: probable fibrosin-1, partial
Un	NW_013657692.1	2087561	2098398	+	106539139	NR2F1	XP_013909317.1	413	PREDICTED: COUP transcription factor 1 isoform X1
Un	NW_013657692.1	2089677	2098398	+	106539139	NR2F1	XP_013909331.1	273	PREDICTED: COUP transcription factor 1 isoform X3
Un	NW_013657692.1	2090028	2098398	+	106539139	NR2F1	XP_013909325.1	284	PREDICTED: COUP transcription factor 1 isoform X2
Un	NW_013657692.1	2181485	2215417	+	106539164	ELOVL7	XP_013909344.1	281	PREDICTED: elongation of very long chain fatty acids protein 7
Un	NW_013657692.1	2181485	2215417	+	106539164	ELOVL7	XP_013909353.1	281	PREDICTED: elongation of very long chain fatty acids protein 7
Un	NW_013657692.1	2181485	2215417	+	106539164	ELOVL7	XP_013909359.1	281	PREDICTED: elongation of very long chain fatty acids protein 7
Un	NW_013657692.1	2217042	2251208	+	106539024	DEPDC1B	XP_013909172.1	378	PREDICTED: DEP domain-containing protein 1B
Un	NW_013657692.1	2281618	2290490	-	106539079	LOC106539079	XP_013909238.1	333	PREDICTED: dynein heavy chain 5, axonemal-like, partial
Un	NW_013657692.1	2347152	2352692	+	106539182	EME1	XP_013909371.1	523	PREDICTED: crossover junction endonuclease EME1
Un	NW_013657692.1	2364227	2378246	-	106539187	LRRC59	XP_013909385.1	305	PREDICTED: leucine-rich repeat-containing protein 59
Un	NW_013657692.1	2364227	2378246	-	106539187	LRRC59	XP_013909394.1	305	PREDICTED: leucine-rich repeat-containing protein 59
Un	NW_013657692.1	2419298	2424482	+	106539197	TSN	XP_013909408.1	243	PREDICTED: translin
Un	NW_013657693.1	11570	131423	+	106539205	LOC106539205	XP_013909421.1	461	PREDICTED: testican-1-like
Un	NW_013657693.1	203036	205367	-	106539238	LOC106539238	XP_013909469.1	164	PREDICTED: outer dense fiber protein 2-like
Un	NW_013657693.1	352494	402941	-	106539264	LIN52	XP_013909503.1	128	PREDICTED: protein lin-52 homolog
Un	NW_013657693.1	403353	420633	+	106539275	ALDH6A1	XP_013909514.1	537	PREDICTED: methylmalonate-semialdehyde dehydrogenase
Un	NW_013657693.1	422545	438862	-	106539283	CCDC176	XP_013909525.1	528	PREDICTED: basal body-orientation factor 1
Un	NW_013657693.1	443010	457881	+	106539303	ENTPD5	XP_013909556.1	428	PREDICTED: ectonucleoside triphosphate diphosphohydrolase 5
Un	NW_013657693.1	459941	471449	-	106539294	COQ6	XP_013909537.1	479	PREDICTED: ubiquinone biosynthesis monooxygenase COQ6, mitochondrial isoform X1
Un	NW_013657693.1	461192	471449	-	106539294	COQ6	XP_013909543.1	415	PREDICTED: ubiquinone biosynthesis monooxygenase COQ6, mitochondrial isoform X2
Un	NW_013657693.1	471710	482779	+	106539314	FAM161B	XP_013909565.1	621	PREDICTED: protein FAM161B
Un	NW_013657693.1	484096	490383	-	106539214	LOC106539214	XP_013909433.1	99	PREDICTED: zinc finger protein 410-like
Un	NW_013657693.1	494553	506837	-	106539325	LOC106539325	XP_013909578.1	465	PREDICTED: zinc finger protein 410-like
Un	NW_013657693.1	494553	506837	-	106539325	LOC106539325	XP_013909585.1	465	PREDICTED: zinc finger protein 410-like
Un	NW_013657693.1	494553	506837	-	106539325	LOC106539325	XP_013909593.1	465	PREDICTED: zinc finger protein 410-like
Un	NW_013657693.1	494553	506837	-	106539325	LOC106539325	XP_013909602.1	465	PREDICTED: zinc finger protein 410-like
Un	NW_013657693.1	494553	506837	-	106539325	LOC106539325	XP_013909610.1	465	PREDICTED: zinc finger protein 410-like
Un	NW_013657693.1	494553	506837	-	106539325	LOC106539325	XP_013909615.1	465	PREDICTED: zinc finger protein 410-like
Un	NW_013657693.1	512929	528599	+	106539372	FBXO33	XP_013909636.1	504	PREDICTED: F-box only protein 33
Un	NW_013657693.1	531922	587395	-	106539362	LOC106539362	XP_013909625.1	2032	PREDICTED: melanoma inhibitory activity protein 3-like
Un	NW_013657693.1	596034	603746	-	106539382	PNN	XP_013909649.1	688	PREDICTED: pinin
Un	NW_013657693.1	607558	611700	+	106539437	TRAPPC6B	XP_013909710.1	163	PREDICTED: trafficking protein particle complex subunit 6B
Un	NW_013657693.1	614880	622928	-	106539414	GEMIN2	XP_013909691.1	260	PREDICTED: gem-associated protein 2 isoform X2
Un	NW_013657693.1	614880	622928	-	106539414	GEMIN2	XP_013909683.1	264	PREDICTED: gem-associated protein 2 isoform X1
Un	NW_013657693.1	616003	622928	-	106539414	GEMIN2	XP_013909698.1	220	PREDICTED: gem-associated protein 2 isoform X3
Un	NW_013657693.1	627155	643853	-	106539391	PROSER1	XP_013909661.1	917	PREDICTED: proline and serine-rich protein 1 isoform X1
Un	NW_013657693.1	627155	643853	-	106539391	PROSER1	XP_013909666.1	923	PREDICTED: proline and serine-rich protein 1 isoform X2
Un	NW_013657693.1	627155	641735	-	106539391	PROSER1	XP_013909671.1	869	PREDICTED: proline and serine-rich protein 1 isoform X3
Un	NW_013657693.1	659845	682320	+	106539446	SEC23A	XP_013909720.1	765	PREDICTED: protein transport protein Sec23A
Un	NW_013657693.1	858542	859669	-	106539222	SSTR1	XP_013909444.1	375	PREDICTED: somatostatin receptor type 1
Un	NW_013657693.1	1010549	1100583	-	106539229	TTC6	XP_013909456.1	1740	PREDICTED: tetratricopeptide repeat protein 6
Un	NW_013657693.1	1140419	1144821	+	106539456	FOXA1	XP_013909731.1	433	PREDICTED: hepatocyte nuclear factor 3-alpha
Un	NW_013657693.1	1309710	1338217	-	106539247	MIPOL1	XP_013909482.1	314	PREDICTED: mirror-image polydactyly gene 1 protein
Un	NW_013657693.1	1541634	1656391	+	106539464	SLC25A21	XP_013909743.1	298	PREDICTED: mitochondrial 2-oxodicarboxylate carrier
Un	NW_013657693.1	1663876	1702878	-	106539254	PAX9	XP_013909493.1	340	PREDICTED: paired box protein Pax-9
Un	NW_013657693.1	1766058	1770877	+	106539493	NKX2-8	XP_013909770.1	226	PREDICTED: homeobox protein Nkx-2.8
Un	NW_013657693.1	1844296	1846477	+	106539475	NKX2-1	XP_013909753.1	350	PREDICTED: homeobox protein Nkx-2.1
Un	NW_013657693.1	1844296	1846477	+	106539475	NKX2-1	XP_013909760.1	350	PREDICTED: homeobox protein Nkx-2.1
Un	NW_013657694.1	151595	366799	+	106539598	TRPS1	XP_013909887.1	1293	PREDICTED: zinc finger transcription factor Trps1 isoform X1
Un	NW_013657694.1	151595	366799	+	106539598	TRPS1	XP_013909893.1	1293	PREDICTED: zinc finger transcription factor Trps1 isoform X1
Un	NW_013657694.1	151595	366799	+	106539598	TRPS1	XP_013909901.1	1293	PREDICTED: zinc finger transcription factor Trps1 isoform X1
Un	NW_013657694.1	151595	366799	+	106539598	TRPS1	XP_013909926.1	1093	PREDICTED: zinc finger transcription factor Trps1 isoform X3
Un	NW_013657694.1	153911	366799	+	106539598	TRPS1	XP_013909911.1	1280	PREDICTED: zinc finger transcription factor Trps1 isoform X2
Un	NW_013657694.1	153911	366799	+	106539598	TRPS1	XP_013909918.1	1280	PREDICTED: zinc finger transcription factor Trps1 isoform X2
Un	NW_013657694.1	496473	559720	+	106539524	ANKFN1	XP_013909797.1	523	PREDICTED: ankyrin repeat and fibronectin type-III domain-containing protein 1
Un	NW_013657694.1	621846	622523	+	106539566	NOG	XP_013909854.1	225	PREDICTED: noggin
Un	NW_013657694.1	787117	810518	+	106539633	DGKE	XP_013909936.1	569	PREDICTED: diacylglycerol kinase epsilon
Un	NW_013657694.1	787117	810518	+	106539633	DGKE	XP_013909944.1	569	PREDICTED: diacylglycerol kinase epsilon
Un	NW_013657694.1	832100	851587	-	106539650	TRIM25	XP_013909964.1	630	PREDICTED: E3 ubiquitin/ISG15 ligase TRIM25 isoform X2
Un	NW_013657694.1	832100	851587	-	106539650	TRIM25	XP_013909954.1	641	PREDICTED: E3 ubiquitin/ISG15 ligase TRIM25 isoform X1
Un	NW_013657694.1	857533	868685	-	106539661	COIL	XP_013909974.1	585	PREDICTED: coilin
Un	NW_013657694.1	879749	900098	+	106539667	SCPEP1	XP_013909987.1	403	PREDICTED: retinoid-inducible serine carboxypeptidase
Un	NW_013657694.1	1039093	1073784	-	106539686	OSTF1	XP_013910010.1	198	PREDICTED: osteoclast-stimulating factor 1
Un	NW_013657694.1	1078937	1087875	+	106539532	NMRK1	XP_013909809.1	205	PREDICTED: nicotinamide riboside kinase 1
Un	NW_013657694.1	1089514	1103139	+	106539677	CARNMT1	XP_013909998.1	457	PREDICTED: carnosine N-methyltransferase
Un	NW_013657694.1	1114337	1183678	+	106539701	TRPM6	XP_013910030.1	2013	PREDICTED: transient receptor potential cation channel subfamily M member 6
Un	NW_013657694.1	1217972	1357202	-	106539711	RORB	XP_013910053.1	459	PREDICTED: nuclear receptor ROR-beta isoform X2
Un	NW_013657694.1	1217972	1258407	-	106539711	RORB	XP_013910043.1	466	PREDICTED: nuclear receptor ROR-beta isoform X1
Un	NW_013657694.1	1598731	1603565	+	106539589	LOC106539589	XP_013909875.1	256	PREDICTED: dehydrogenase/reductase SDR family member 7C-like
Un	NW_013657694.1	1607092	1616334	+	106539577	LOC106539577	XP_013909865.1	776	PREDICTED: cytospin-B-like, partial
Un	NW_013657694.1	1703162	1727923	+	106539542	LOC106539542	XP_013909821.1	579	PREDICTED: perilipin-2-like
Un	NW_013657694.1	1766542	1800879	+	106539722	ANKRD29	XP_013910063.1	298	PREDICTED: ankyrin repeat domain-containing protein 29
Un	NW_013657694.1	1826199	1883861	-	106539771	LOC106539771	XP_013910143.1	400	PREDICTED: CDK5 and ABL1 enzyme substrate 1-like isoform X2
Un	NW_013657694.1	1826199	1883861	-	106539771	LOC106539771	XP_013910133.1	424	PREDICTED: CDK5 and ABL1 enzyme substrate 1-like isoform X1
Un	NW_013657694.1	1875950	1943301	-	106539733	RBBP8	XP_013910073.1	854	PREDICTED: DNA endonuclease RBBP8
Un	NW_013657694.1	1875950	1943301	-	106539733	RBBP8	XP_013910082.1	854	PREDICTED: DNA endonuclease RBBP8
Un	NW_013657694.1	1875950	1943301	-	106539733	RBBP8	XP_013910091.1	854	PREDICTED: DNA endonuclease RBBP8
Un	NW_013657694.1	1875950	1943301	-	106539733	RBBP8	XP_013910099.1	854	PREDICTED: DNA endonuclease RBBP8
Un	NW_013657694.1	1875950	1943301	-	106539733	RBBP8	XP_013910108.1	854	PREDICTED: DNA endonuclease RBBP8
Un	NW_013657694.1	1875950	1943301	-	106539733	RBBP8	XP_013910115.1	854	PREDICTED: DNA endonuclease RBBP8
Un	NW_013657694.1	1875950	1943301	-	106539733	RBBP8	XP_013910123.1	854	PREDICTED: DNA endonuclease RBBP8
Un	NW_013657694.1	2101895	2135595	-	106539548	GATA6	XP_013909832.1	497	PREDICTED: transcription factor GATA-6
Un	NW_013657694.1	2212178	2260432	-	106539558	MIB1	XP_013909843.1	777	PREDICTED: E3 ubiquitin-protein ligase MIB1
Un	NW_013657695.1	11857	53236	-	106539862	ST3GAL3	XP_013910250.1	376	PREDICTED: CMP-N-acetylneuraminate-beta-1,4-galactoside alpha-2,3-sialyltransferase
Un	NW_013657695.1	63847	69136	-	106539822	LOC106539822	XP_013910196.1	82	PREDICTED: sodium/glucose cotransporter 4-like
Un	NW_013657695.1	290144	297812	-	106539871	CPOX	XP_013910262.1	401	PREDICTED: oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial
Un	NW_013657695.1	399621	403305	+	106539831	LOC106539831	XP_013910208.1	143	PREDICTED: 1-acyl-sn-glycerol-3-phosphate acyltransferase alpha-like
Un	NW_013657695.1	443017	451425	-	106539878	SUPT4H1	XP_013910272.1	76	PREDICTED: transcription elongation factor SPT4
Un	NW_013657695.1	531484	539044	+	106539895	JOSD2	XP_013910289.1	188	PREDICTED: josephin-2
Un	NW_013657695.1	585174	586889	-	106539904	FZD7	XP_013910301.1	571	PREDICTED: frizzled-7
Un	NW_013657695.1	620146	631760	+	106539794	LOC106539794	XP_013910163.1	284	PREDICTED: scm-like with four MBT domains protein 2
Un	NW_013657695.1	646250	673186	+	106539913	LOC106539913	XP_013910313.1	636	PREDICTED: eukaryotic peptide chain release factor GTP-binding subunit ERF3A
Un	NW_013657695.1	691095	691809	+	106539931	RSL1D1	XP_013910337.1	288	PREDICTED: ribosomal L1 domain-containing protein 1
Un	NW_013657695.1	695149	699773	+	106539922	TMEM238	XP_013910325.1	295	PREDICTED: transmembrane protein 238
Un	NW_013657695.1	704388	712802	+	106539939	RRN3	XP_013910349.1	486	PREDICTED: RNA polymerase I-specific transcription initiation factor RRN3
Un	NW_013657695.1	731583	743495	-	106539949	SGF29	XP_013910358.1	293	PREDICTED: SAGA-associated factor 29 homolog
Un	NW_013657695.1	766904	777443	-	106539959	LOC106539959	XP_013910369.1	453	PREDICTED: EH domain-containing protein 1-like
Un	NW_013657695.1	1279283	1286907	+	106539842	CNTN4	XP_013910218.1	521	PREDICTED: contactin-4
Un	NW_013657695.1	1299158	1303856	+	106539964	TRNT1	XP_013910385.1	438	PREDICTED: CCA tRNA nucleotidyltransferase 1, mitochondrial
Un	NW_013657695.1	1311584	1343994	-	106539971	CRBN	XP_013910395.1	446	PREDICTED: protein cereblon
Un	NW_013657695.1	1375723	1446399	+	106539981	IGF2BP3	XP_013910425.1	606	PREDICTED: insulin-like growth factor 2 mRNA-binding protein 3 isoform X3
Un	NW_013657695.1	1375723	1446399	+	106539981	IGF2BP3	XP_013910407.1	597	PREDICTED: insulin-like growth factor 2 mRNA-binding protein 3 isoform X1
Un	NW_013657695.1	1375723	1446399	+	106539981	IGF2BP3	XP_013910415.1	585	PREDICTED: insulin-like growth factor 2 mRNA-binding protein 3 isoform X2
Un	NW_013657695.1	1454219	1464312	-	106539996	MALSU1	XP_013910438.1	233	PREDICTED: mitochondrial assembly of ribosomal large subunit protein 1
Un	NW_013657695.1	1469582	1505018	-	106540007	GPNMB	XP_013910448.1	615	PREDICTED: transmembrane glycoprotein NMB isoform X1
Un	NW_013657695.1	1469582	1504970	-	106540007	GPNMB	XP_013910456.1	599	PREDICTED: transmembrane glycoprotein NMB isoform X2
Un	NW_013657695.1	1469582	1502395	-	106540007	GPNMB	XP_013910464.1	568	PREDICTED: transmembrane glycoprotein NMB isoform X3
Un	NW_013657695.1	1469582	1502395	-	106540007	GPNMB	XP_013910474.1	568	PREDICTED: transmembrane glycoprotein NMB isoform X3
Un	NW_013657695.1	1469582	1502395	-	106540007	GPNMB	XP_013910482.1	568	PREDICTED: transmembrane glycoprotein NMB isoform X3
Un	NW_013657695.1	1469582	1502395	-	106540007	GPNMB	XP_013910490.1	568	PREDICTED: transmembrane glycoprotein NMB isoform X3
Un	NW_013657695.1	1512660	1519277	-	106540044	NUPL2	XP_013910502.1	388	PREDICTED: nucleoporin-like protein 2
Un	NW_013657695.1	1524670	1533600	-	106540052	KLHL7	XP_013910515.1	586	PREDICTED: kelch-like protein 7
Un	NW_013657695.1	1575557	1601161	+	106540061	FAM126A	XP_013910528.1	515	PREDICTED: hyccin isoform X1
Un	NW_013657695.1	1575557	1601161	+	106540061	FAM126A	XP_013910535.1	515	PREDICTED: hyccin isoform X1
Un	NW_013657695.1	1575557	1599788	+	106540061	FAM126A	XP_013910542.1	418	PREDICTED: hyccin isoform X2
Un	NW_013657695.1	1575557	1594666	+	106540061	FAM126A	XP_013910550.1	354	PREDICTED: hyccin isoform X3
Un	NW_013657695.1	1635729	1641671	+	106540085	TOMM7	XP_013910566.1	55	PREDICTED: mitochondrial import receptor subunit TOM7 homolog
Un	NW_013657695.1	1644014	1708748	-	106539803	IL6	XP_013910174.1	429	PREDICTED: interleukin-6
Un	NW_013657695.1	1711658	1834531	+	106540096	RAPGEF5	XP_013910579.1	871	PREDICTED: rap guanine nucleotide exchange factor 5
Un	NW_013657695.1	1877079	1901435	-	106540104	CXADR	XP_013910600.1	351	PREDICTED: coxsackievirus and adenovirus receptor isoform X2
Un	NW_013657695.1	1884016	1901435	-	106540104	CXADR	XP_013910590.1	364	PREDICTED: coxsackievirus and adenovirus receptor isoform X1
Un	NW_013657695.1	2167652	2177144	+	106539814	LOC106539814	XP_013910187.1	835	PREDICTED: LOW QUALITY PROTEIN: uncharacterized protein K02A2.6-like, partial
Un	NW_013657695.1	2181177	2192217	-	106540120	LOC106540120	XP_013910619.1	362	PREDICTED: mu-type opioid receptor-like
Un	NW_013657696.1	127697	176734	-	106540220	LOC106540220	XP_013910749.1	528	PREDICTED: transcription factor COE3-like
Un	NW_013657696.1	202638	206679	-	106540130	RASL11B	XP_013910641.1	292	PREDICTED: ras-like protein family member 11B
Un	NW_013657696.1	208060	209322	+	106540230	LOC106540230	XP_013910762.1	420	PREDICTED: zinc finger protein 501-like
Un	NW_013657696.1	619692	621377	+	106540240	LOC106540240	XP_013910774.1	63	PREDICTED: cytochrome c oxidase subunit 7C, mitochondrial
Un	NW_013657696.1	619692	621377	+	106540240	LOC106540240	XP_013910782.1	63	PREDICTED: cytochrome c oxidase subunit 7C, mitochondrial
Un	NW_013657696.1	774946	784983	-	106540255	CCNH	XP_013910793.1	321	PREDICTED: cyclin-H
Un	NW_013657696.1	1100594	1147813	-	106540263	TMEM161B	XP_013910805.1	487	PREDICTED: transmembrane protein 161B
Un	NW_013657696.1	1403062	1500959	-	106540273	MEF2C	XP_013910849.1	433	PREDICTED: myocyte-specific enhancer factor 2C isoform X4
Un	NW_013657696.1	1403062	1500959	-	106540273	MEF2C	XP_013910830.1	465	PREDICTED: myocyte-specific enhancer factor 2C isoform X2
Un	NW_013657696.1	1403062	1500959	-	106540273	MEF2C	XP_013910840.1	441	PREDICTED: myocyte-specific enhancer factor 2C isoform X3
Un	NW_013657696.1	1403062	1500959	-	106540273	MEF2C	XP_013910816.1	473	PREDICTED: myocyte-specific enhancer factor 2C isoform X1
Un	NW_013657696.1	1403062	1500959	-	106540273	MEF2C	XP_013910822.1	473	PREDICTED: myocyte-specific enhancer factor 2C isoform X1
Un	NW_013657696.1	2058629	2059864	-	106540177	IRGC	XP_013910694.1	411	PREDICTED: interferon-inducible GTPase 5
Un	NW_013657696.1	2066653	2069917	+	106540329	ACOT8	XP_013910884.1	321	PREDICTED: acyl-coenzyme A thioesterase 8
Un	NW_013657696.1	2070550	2072589	-	106540318	SNX21	XP_013910874.1	359	PREDICTED: sorting nexin-21
Un	NW_013657696.1	2084684	2085162	+	106540213	TNNC2	XP_013910738.1	145	PREDICTED: troponin C, skeletal muscle
Un	NW_013657696.1	2089372	2090880	-	106540187	UBE2C	XP_013910705.1	178	PREDICTED: ubiquitin-conjugating enzyme E2 C
Un	NW_013657696.1	2100350	2101643	-	106540194	DNTTIP1	XP_013910716.1	132	PREDICTED: deoxynucleotidyltransferase terminal-interacting protein 1
Un	NW_013657696.1	2138876	2153311	-	106540148	LOC106540148	XP_013910662.1	155	PREDICTED: boophilin-G2-like
Un	NW_013657696.1	2153681	2159687	-	106540206	SPINT4	XP_013910725.1	84	PREDICTED: kunitz-type protease inhibitor 4
Un	NW_013657697.1	15047	17994	-	106540395	C1GALT1	XP_013910965.1	372	PREDICTED: glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1
Un	NW_013657697.1	36876	49125	+	106540430	ASNS	XP_013911006.1	561	PREDICTED: asparagine synthetase
Un	NW_013657697.1	36876	49125	+	106540430	ASNS	XP_013911014.1	561	PREDICTED: asparagine synthetase
Un	NW_013657697.1	68501	77825	-	106540448	TAC1	XP_013911031.1	99	PREDICTED: protachykinin-1 isoform X2
Un	NW_013657697.1	68501	77825	-	106540448	TAC1	XP_013911023.1	117	PREDICTED: protachykinin-1 isoform X1
Un	NW_013657697.1	253961	277457	-	106540462	SDHAF3	XP_013911044.1	128	PREDICTED: succinate dehydrogenase assembly factor 3, mitochondrial
Un	NW_013657697.1	253961	277457	-	106540462	SDHAF3	XP_013911051.1	128	PREDICTED: succinate dehydrogenase assembly factor 3, mitochondrial
Un	NW_013657697.1	253961	277457	-	106540462	SDHAF3	XP_013911058.1	128	PREDICTED: succinate dehydrogenase assembly factor 3, mitochondrial
Un	NW_013657697.1	253961	277457	-	106540462	SDHAF3	XP_013911067.1	128	PREDICTED: succinate dehydrogenase assembly factor 3, mitochondrial
Un	NW_013657697.1	323398	327881	+	106540403	DLX5	XP_013910975.1	299	PREDICTED: homeobox protein DLX-5
Un	NW_013657697.1	339973	345387	-	106540413	DLX6	XP_013910989.1	317	PREDICTED: homeobox protein DLX-6
Un	NW_013657697.1	449003	452761	-	106540488	LOC106540488	XP_013911079.1	222	PREDICTED: synaptotagmin-15-like isoform X1
Un	NW_013657697.1	449003	452680	-	106540488	LOC106540488	XP_013911088.1	195	PREDICTED: synaptotagmin-15-like isoform X2
Un	NW_013657697.1	505692	512790	+	106540507	LOC106540507	XP_013911111.1	181	PREDICTED: insulin-degrading enzyme-like
Un	NW_013657697.1	514775	563081	+	106540499	LOC106540499	XP_013911100.1	773	PREDICTED: LOW QUALITY PROTEIN: insulin-degrading enzyme-like
Un	NW_013657697.1	600067	623991	-	106540565	LOC106540565	XP_013911213.1	432	PREDICTED: cytochrome P450 2G1-like
Un	NW_013657697.1	600067	623991	-	106540565	LOC106540565	XP_013911221.1	432	PREDICTED: cytochrome P450 2G1-like
Un	NW_013657697.1	600067	623991	-	106540565	LOC106540565	XP_013911229.1	432	PREDICTED: cytochrome P450 2G1-like
Un	NW_013657697.1	600067	623991	-	106540565	LOC106540565	XP_013911236.1	432	PREDICTED: cytochrome P450 2G1-like
Un	NW_013657697.1	600067	623991	-	106540565	LOC106540565	XP_013911244.1	432	PREDICTED: cytochrome P450 2G1-like
Un	NW_013657697.1	644281	749525	+	106540516	ARHGAP44	XP_013911177.1	958	PREDICTED: rho GTPase-activating protein 44 isoform X6
Un	NW_013657697.1	644281	749525	+	106540516	ARHGAP44	XP_013911160.1	850	PREDICTED: rho GTPase-activating protein 44 isoform X4
Un	NW_013657697.1	644281	749525	+	106540516	ARHGAP44	XP_013911168.1	832	PREDICTED: rho GTPase-activating protein 44 isoform X5
Un	NW_013657697.1	644281	749525	+	106540516	ARHGAP44	XP_013911123.1	952	PREDICTED: rho GTPase-activating protein 44 isoform X1
Un	NW_013657697.1	644281	749525	+	106540516	ARHGAP44	XP_013911184.1	804	PREDICTED: rho GTPase-activating protein 44 isoform X7
Un	NW_013657697.1	644281	749525	+	106540516	ARHGAP44	XP_013911152.1	878	PREDICTED: rho GTPase-activating protein 44 isoform X3
Un	NW_013657697.1	644281	749525	+	106540516	ARHGAP44	XP_013911201.1	730	PREDICTED: rho GTPase-activating protein 44 isoform X9
Un	NW_013657697.1	644281	746165	+	106540516	ARHGAP44	XP_013911133.1	914	PREDICTED: rho GTPase-activating protein 44 isoform X2
Un	NW_013657697.1	644281	746165	+	106540516	ARHGAP44	XP_013911194.1	788	PREDICTED: rho GTPase-activating protein 44 isoform X8
Un	NW_013657697.1	755178	788367	-	106540601	LOC106540601	XP_013911253.1	268	PREDICTED: uncharacterized protein C7orf62 homolog
Un	NW_013657697.1	791002	797108	-	106540611	LOC106540611	XP_013911266.1	579	PREDICTED: ubiquitin carboxyl-terminal hydrolase 43-like
Un	NW_013657697.1	801230	818278	+	106540617	LOC106540617	XP_013911277.1	285	PREDICTED: ubiquitin carboxyl-terminal hydrolase 43-like, partial
Un	NW_013657697.1	824944	917039	-	106540340	LOC106540340	XP_013910895.1	611	PREDICTED: ubiquitin carboxyl-terminal hydrolase 43-like
Un	NW_013657697.1	943802	971804	-	106540626	CFAP52	XP_013911288.1	629	PREDICTED: cilia- and flagella-associated protein 52
Un	NW_013657697.1	993097	1013523	-	106540637	LOC106540637	XP_013911299.1	519	PREDICTED: TBC1 domain family member 24-like, partial
Un	NW_013657697.1	1031097	1099052	+	106540351	STX8	XP_013910905.1	267	PREDICTED: syntaxin-8
Un	NW_013657697.1	1107058	1231196	-	106540647	NTN1	XP_013911313.1	605	PREDICTED: netrin-1
Un	NW_013657697.1	1305894	1331490	+	106540654	PIK3R6	XP_013911325.1	746	PREDICTED: phosphoinositide 3-kinase regulatory subunit 6
Un	NW_013657697.1	1331924	1341733	+	106540664	MFSD6L	XP_013911346.1	659	PREDICTED: major facilitator superfamily domain-containing protein 6-like isoform X2
Un	NW_013657697.1	1335818	1341733	+	106540664	MFSD6L	XP_013911337.1	659	PREDICTED: major facilitator superfamily domain-containing protein 6-like isoform X1
Un	NW_013657697.1	1335874	1341733	+	106540664	MFSD6L	XP_013911354.1	655	PREDICTED: major facilitator superfamily domain-containing protein 6-like isoform X3
Un	NW_013657697.1	1339805	1341733	+	106540664	MFSD6L	XP_013911360.1	642	PREDICTED: major facilitator superfamily domain-containing protein 6-like isoform X4
Un	NW_013657697.1	1356702	1371939	+	106540689	LOC106540689	XP_013911373.1	193	PREDICTED: uncharacterized protein C16orf45 homolog
Un	NW_013657697.1	1405318	1414146	+	106540360	CCDC42	XP_013910918.1	193	PREDICTED: coiled-coil domain-containing protein 42A
Un	NW_013657697.1	1495811	1567387	+	106540707	MYH10	XP_013911400.1	1982	PREDICTED: myosin-10 isoform X1
Un	NW_013657697.1	1495811	1567387	+	106540707	MYH10	XP_013911408.1	1982	PREDICTED: myosin-10 isoform X1
Un	NW_013657697.1	1495811	1567387	+	106540707	MYH10	XP_013911418.1	1976	PREDICTED: myosin-10 isoform X2
Un	NW_013657697.1	1575838	1588857	-	106540720	NDEL1	XP_013911464.1	345	PREDICTED: nuclear distribution protein nudE-like 1 isoform X2
Un	NW_013657697.1	1580364	1588857	-	106540720	NDEL1	XP_013911429.1	347	PREDICTED: nuclear distribution protein nudE-like 1 isoform X1
Un	NW_013657697.1	1580364	1588857	-	106540720	NDEL1	XP_013911440.1	347	PREDICTED: nuclear distribution protein nudE-like 1 isoform X1
Un	NW_013657697.1	1580364	1588857	-	106540720	NDEL1	XP_013911448.1	347	PREDICTED: nuclear distribution protein nudE-like 1 isoform X1
Un	NW_013657697.1	1580364	1588857	-	106540720	NDEL1	XP_013911456.1	347	PREDICTED: nuclear distribution protein nudE-like 1 isoform X1
Un	NW_013657697.1	2029733	2046731	+	106540754	LOC106540754	XP_013911476.1	355	PREDICTED: myotubularin-related protein 9-like
Un	NW_013657697.1	2064551	2072778	+	106540367	UPRT	XP_013910930.1	183	PREDICTED: uracil phosphoribosyltransferase homolog
Un	NW_013657697.1	2088682	2109878	-	106540377	ZDHHC15	XP_013910941.1	302	PREDICTED: palmitoyltransferase ZDHHC15
Un	NW_013657697.1	2126305	2141863	+	106540388	FAM155B	XP_013910952.1	382	PREDICTED: transmembrane protein FAM155B
Un	NW_013657698.1	23693	34503	+	106540763	SKOR1	XP_013911486.1	758	PREDICTED: SKI family transcriptional corepressor 1
Un	NW_013657698.1	81985	162369	+	106540844	PIAS1	XP_013911585.1	650	PREDICTED: E3 SUMO-protein ligase PIAS1 isoform X1
Un	NW_013657698.1	83108	162369	+	106540844	PIAS1	XP_013911593.1	645	PREDICTED: E3 SUMO-protein ligase PIAS1 isoform X2
Un	NW_013657698.1	166823	176925	-	106540856	CALML4	XP_013911606.1	153	PREDICTED: calmodulin-like protein 4
Un	NW_013657698.1	183778	195521	-	106540864	CLN6	XP_013911619.1	321	PREDICTED: ceroid-lipofuscinosis neuronal protein 6
Un	NW_013657698.1	295338	360333	+	106540868	LOC106540868	XP_013911631.1	871	PREDICTED: DENN domain-containing protein 1A-like
